MU_1;MU_2;MU_3;MU_4;MU_5;MU_6
0.0007517963157213613;0.0009291335921698719;-0.00023727512302605707;-0.0007959556506435464;0.00036355313944675223;-4.804080422485945e-06
0.000762362871916758;0.0008860205422371498;-0.00019293828262759933;-0.0008073411350178369;0.00035995202822633346;3.0200047514220882e-05
0.0007522179688480359;0.0008271082321021942;-0.00014913666745380492;-0.0008127234937496999;0.00035347610382300887;6.707576137634816e-05
0.0007213507229802497;0.0007539214628309256;-0.00010712577290749266;-0.000812056579380618;0.0003443939401301818;0.00010523996444601577
0.0006702378072327495;0.0006683307362375105;-6.812593356294467e-05;-0.0008054254004534675;0.00033304439373474934;0.0001440721801381254
0.0005998339901456629;0.0005725095994549462;-3.3292313493575296e-05;-0.0007930564571282379;0.00031982274100392753;0.00018294848680657058
0.0005115504713720944;0.00046888484437747867;-3.6868792969261116e-06;-0.0007753279925110458;0.00030515897252552857;0.0002212815961508831
0.00040722211673473413;0.00036008088658832525;1.974631127123626e-05;-0.0007527710473780824;0.00028949367764375354;0.0002585513813922155
0.00028906557133418214;0.00024885962310216794;3.620173574207194e-05;-0.0007260507195400971;0.00027326136748310066;0.0002943071233039279
0.00015963053683674041;0.00013805688722884923;4.502921061100044e-05;-0.000695922393303232;0.00025689133554032223;0.00032813117417347404
2.174582448545417e-05;3.0516418711714115e-05;4.574821805433233e-05;-0.0006631705353531435;0.0002408293493407215;0.00035957498710268023
-0.0001215398402636331;-7.097773306662358e-05;3.806152160023032e-05;-0.0006285535109944171;0.000225569973848312;0.00038810538676167984
-0.0002670241594892256;-0.00016376906246028534;2.1868903365671314e-05;-0.0005927871964369931;0.0002116746406089884;0.00041311561685968294
-0.00041142740947003347;-0.00024539461401414705;-2.7205756193170415e-06;-0.0005565918972321433;0.00019974465414515817;0.00043404320587716753
-0.0005514792967203733;-0.00031364615053680687;-3.538245664644582e-05;-0.0005207957902326959;0.00019033123664031;0.0004505851100818846
-0.0006840127029176267;-0.00036662310998258614;-7.558337523915085e-05;-0.0004864416068035528;0.00018379934562566937;0.0004629220510962116
-0.0008060542454389644;-0.0004027747544190327;-0.00012260495536030953;-0.00045480561399793563;0.00018020726227798965;0.0004717982403607677
-0.0009148973323184128;-0.00042093110407418014;-0.0001755836070481094;-0.00042724244822982846;0.00017929370962190789;0.00047830622759863445
-0.0010081455573607836;-0.0004203252673475066;-0.0002335553246949015;-0.00040484032870701143;0.00018064660744150478;0.000483342216172466
-0.001083725501798402;-0.00040061207150359466;-0.000295486824126546;-0.00038800027269674165;0.000184044345075993;0.00048691376862179144
-0.0011398860628139655;-0.0003618874484910341;-0.000360274917299472;-0.00037618384678873406;0.00018982952465021008;0.000487707245751277
-0.0011752176770741518;-0.00030470851503904434;-0.00042670987361815595;-0.0003681122160775308;0.00019906092247864028;0.00048339767054711436
-0.0011887263004404607;-0.00023010650370077724;-0.0004934241746577302;-0.0003625561541067625;0.00021318631401220892;0.000471955711156791
-0.0011799731248096968;-0.00013957736848962222;-0.0005588744611855812;-0.000359518084072238;0.00023316177165878975;0.00045364320681701576
-0.0011492427543754009;-3.5033830990786526e-05;-0.0006214127470233333;-0.0003611925586132902;0.00025830012251858446;0.00043268231272700867
-0.0010976494078280615;8.128709648681621e-05;-0.0006794751897624791;-0.00037185405077500125;0.00028551539309340816;0.0004171565171275215
