MU_1;MU_2;MU_3;MU_4;MU_5;MU_6;MU_7;MU_8;MU_9;MU_10
-0.0024738992384483907;0.005583480892407715;0.0021996592422185053;-0.004234742317723644;-0.0036829004207183883;0.0029594039794215913;-0.0011657329573295828;0.0012131416984172596;0.011804687315615328;-0.010390644304223616
-0.001550759415244596;0.00594055193901086;0.0005106565127476945;-0.003355408268110762;-0.004539849978155848;0.0030484087066400367;0.0003058071316383183;-0.0017391614593658925;0.011222446182592234;-0.011976999850258383
-0.0004618786770938906;0.0064785288660303844;-0.0014657349003495558;-0.001702308622046128;-0.006782523860095;0.00202275213855163;0.002349689964872863;-0.0033628582809601985;0.008530771310162902;-0.009877464904507867
0.0005821634136366715;0.007224510109529212;-0.0030949075832625086;0.00013299071313907393;-0.009053094836925684;0.00016302536539130637;0.004428263962008558;-0.0029933506857324215;0.004302050598173475;-0.004484824705958969
0.0014166283597496778;0.008138854686848282;-0.0038917613732756175;0.0013800883220386022;-0.009621605889678166;-0.001785245967086508;0.006148539432954224;-0.0005451453490419503;-0.0005029421166964458;0.0026282991582081416
0.0019923110771537006;0.009148222099297129;-0.0037038306498625964;0.0013835519799930327;-0.0070848516479191615;-0.002677737045710525;0.007153213944039668;0.003174214757313509;-0.00485912081758944;0.009368541273091061
0.0023831308845293645;0.010151047485293349;-0.0028354398138731828;-2.1308571263427452e-05;-0.0011033253773376915;-0.001347852169750365;0.006848484869866428;0.006515576047912402;-0.00801169821303589;0.01392347485316131
0.002727664962680734;0.010994691039051156;-0.0020372618882945007;-0.002232061607044033;0.007051261297374626;0.002711611429010365;0.004466761696730551;0.007554002371508509;-0.00951017179343913;0.015348421885275642
0.0031425306379338483;0.01146952871854603;-0.0022830050646024335;-0.003933595127073649;0.014583116392895527;0.008706243998486284;-0.00027595789707392037;0.005004249535893399;-0.009058540678421404;0.013750286106045648
0.0036622633512201834;0.011358852025172717;-0.004352711185523805;-0.0036103761895187325;0.018202986127215742;0.014499489823879611;-0.006363985921167571;-0.0009776943035821244;-0.006604457963775047;0.010119354664177443
0.004235415378296551;0.010526276693383598;-0.00839425764571822;-0.0003750339098494013;0.01578844194651193;0.017480779651541194;-0.011395489984309087;-0.008618786457224262;-0.0027484161985541645;0.005969829646997181
0.004762022972487015;0.008975081457968565;-0.013697630283282648;0.0053232902018553125;0.007771565221728316;0.015956198657182452;-0.012704797817831036;-0.015182210971614657;0.0010724444613213213;0.00283688508651857
0.005134862637162883;0.0068313427084095765;-0.0188137556593315;0.01160301690051699;-0.0026593426807197717;0.010101532168934514;-0.009121643903311858;-0.018195995259665584;0.0031936540619945802;0.00162649221596242
0.005264634628675573;0.004272121766839974;-0.02196684759587192;0.01582191369897193;-0.010835373670856014;0.001709325902737159;-0.002072608197829566;-0.01671098112696008;0.002837345521229828;0.0021077552192128855
0.005101289297974803;0.00146663467407434;-0.021593008234417004;0.01567259142938985;-0.012775796587589443;-0.0070684178586208225;0.004926627876284165;-0.011970096946374133;0.0006739019872286355;0.0030863558361942604
0.004662906205056604;-0.0014313306569909928;-0.016836013974648463;0.010136379384985324;-0.007091780597112903;-0.014818837328597078;0.008185564329207909;-0.006940072708070592;-0.001790733732227912;0.0033658999174843865
0.004044941730600713;-0.004266199305965718;-0.007871202821047427;-7.61351481241533e-05;0.004391263441304189;-0.020714490892470322;0.005941750124550348;-0.004582025876241137;-0.0033908840686380512;0.0027630251269946935
0.0033693513957552285;-0.006878608297104139;0.004055980954095876;-0.012654057620133137;0.01751175867513113;-0.023434248937833843;-0.0007052525887423415;-0.005705532501327898;-0.0038993305031040175;0.0022232637978873682
0.0026897016862706645;-0.009115634653652002;0.01695180026113164;-0.024282191356811547;0.027514468269903874;-0.020917544870910753;-0.008608051733267508;-0.008052862277596865;-0.0036178395404862906;0.002851794532424339
