MU_1;MU_2;MU_3;MU_4;MU_5;MU_6;MU_7;MU_8;MU_9;MU_10;MU_11;MU_12
0.007709765034179189;-0.00011904887672285964;0.004783127136152147;-0.011394009057013543;0.0014171855403886564;-0.011852951229944826;0.004530307008281754;-0.010471552747820323;-0.004174278811723796;0.014207429990755222;0.0012379663518880882;-0.003806931832975527
0.00889225825123913;0.0015233547874019136;0.004834013039461652;-0.007358284288688684;0.0030492856528435332;-0.006952906964664321;0.0021915024105818486;-0.010761381535237284;-0.00046927497695691624;0.017409649113223784;0.005449547139817906;-0.004067034407821555
0.010063289068737177;0.0023763025322532548;0.0038647908532505964;-0.0031035811042600973;0.0036027114498322983;-0.0018961398460369113;-0.0005266517671181729;-0.0091470426221033;0.0021977326710781657;0.016607559611765393;0.010181114460907272;-0.004501944622554786
0.011088184151932325;0.003040302158647747;0.001842554562592254;0.0007989799825686407;0.002867891673065908;0.0020499440162184083;-0.002551071087340606;-0.006083297552898889;0.0023218614812193852;0.01408929977142469;0.015147030855005465;-0.005714488328424801
0.011853534573636467;0.0040585140279826345;-0.0007258297508318531;0.003870605164847146;0.001299403605400616;0.0038292555161623196;-0.003662943512164547;-0.0021416372295424233;-0.00031493493524388966;0.011809745234621496;0.019396281675185263;-0.007824073106486655
0.012298285590261984;0.005670910366084634;-0.0030182914294401455;0.005837691813516216;-0.00011997526395250039;0.003050591472295435;-0.004763150148863238;0.0018168629598615843;-0.004428122673195717;0.010286967405125587;0.02141798110779454;-0.010303998711446556
0.012428334017863944;0.007754067423415327;-0.0043318850685227055;0.006706815556258605;-0.00034891429624866273;0.00015642668691930685;-0.00715254877224351;0.004681233059624412;-0.007642040941434083;0.008807808248669367;0.019822322946283114;-0.012440605598531764
0.012300432114397018;0.009943407066768105;-0.004433024544164576;0.0067701096528739735;0.0011633454507565153;-0.0037676848521190007;-0.011337396139962957;0.005396159919360784;-0.007553259905723979;0.006640360877796666;0.014223698185904124;-0.013922570255607206
0.011983724513878134;0.011836635934585858;-0.003596360341324232;0.0065100470274168315;0.004148146223841942;-0.007430610656573753;-0.016361016292532598;0.0033543436585643707;-0.0030569627169850957;0.0041263368527443825;0.0057347648446918476;-0.014908278210043138
0.011523429104834199;0.013153787984294781;-0.0023403576700144505;0.006416915651927225;0.007587133627437246;-0.009838944241208611;-0.020291771619815113;-0.0012685088849646925;0.004846900573389503;0.0026694969427990037;-0.0033324788438553027;-0.015474444029378946
0.0109273119739305;0.013788650527475391;-0.00108282976057226;0.006796995566096964;0.010165390750029295;-0.010664597115751006;-0.02151176811917402;-0.007328186349306381;0.01337146239704304;0.0036212285304057148;-0.01045999453630433;-0.015091285297898126
0.010176699955436734;0.013771824130964803;3.4458742746916015e-05;0.007677022955792793;0.010919126976882387;-0.010293713588950698;-0.01976648018857213;-0.012872788052398183;0.019265555470441818;0.007009310616824047;-0.014020465885062013;-0.012871460763102437
0.009245960569356714;0.013205906666162623;0.0010678447774743033;0.008862107316525864;0.009771365296609989;-0.009508291506123456;-0.016217621670682872;-0.015840151748228618;0.020376004413127164;0.011159147950554468;-0.013842025624126284;-0.008566688679386874
0.008112608520624674;0.012216039790082399;0.0020509726297134085;0.010105327622878307;0.007639250416162086;-0.008975494850718121;-0.012635967859570484;-0.015094393799493072;0.01656779488037371;0.013522033059011977;-0.011068669112392838;-0.0033965344510045025
0.006756220459414228;0.010928210135979659;0.0028204940442417923;0.011267998635083695;0.005973344427117574;-0.00886363609303468;-0.010446809368938352;-0.011115471507842492;0.009532895174617757;0.01214943821926254;-0.007596211155790297;0.0002243777748538045
0.005161627193491086;0.009473754373787188;0.003026726927987385;0.012350104758365982;0.005918980306747009;-0.008807124530810813;-0.010202784138281594;-0.005694900386023711;0.0017131047062111826;0.006891762373875933;-0.005371065207630654;6.67765805615786e-05
0.003340195951685771;0.008007983814167082;0.00234473920883818;0.013363399024545197;0.007567133269419602;-0.00815777296462471;-0.011574500336658598;-0.000749353542408376;-0.004876545056481149;-0.00035562115716127046;-0.0056359140551131255;-0.004387000495766558
0.0013617241863341427;0.0067113367807402685;0.0007697302516391571;0.014152406025860821;0.00976691442100991;-0.006277637025643573;-0.013608673690512748;0.0028025470985428686;-0.009164161573949397;-0.006502287821807245;-0.008257538215751089;-0.011371842526625556
-0.0006302350697875444;0.0057390233106123624;-0.0011891412883068093;0.014340697991761188;0.010670512593003088;-0.0027324799668383133;-0.015020057601099594;0.005168697613785557;-0.010801828687844421;-0.008804844392953896;-0.011540067372634924;-0.017616722409827888
